ranking_posicao,titulo,tag_musica,tag_trecho,letra,artista,ano,contagem_palavras
492,Vai Lá,musica489,musica489_trecho4,Então tá,Maiara Maraisa,2024.0,2
492,Vai Lá,musica489,musica489_trecho5,Aham,Maiara Maraisa,2024.0,1
492,Vai Lá,musica489,musica489_trecho6,Vai lá,Maiara Maraisa,2024.0,2
492,Vai Lá,musica489,musica489_trecho7,Mas eu tava morrendo de raiva,Maiara Maraisa,2024.0,6
492,Vai Lá,musica489,musica489_trecho8,Será que cê não viu um não grandão na minha cara?,Maiara Maraisa,2024.0,11
492,Vai Lá,musica489,musica489_trecho9,Cê só pode ter perdido o medo,Maiara Maraisa,2024.0,7
492,Vai Lá,musica489,musica489_trecho10,Mas o vai lá de toda namorada,Maiara Maraisa,2024.0,7
492,Vai Lá,musica489,musica489_trecho11,É um:,Maiara Maraisa,2024.0,2
492,Vai Lá,musica489,musica489_trecho12,Vai pro cê ver que cê me paga,Maiara Maraisa,2024.0,8
492,Vai Lá,musica489,musica489_trecho13,"Não, eu não falei que deixava",Maiara Maraisa,2024.0,6
492,Vai Lá,musica489,musica489_trecho14,Soltar um namorado sozinho aqui na,Maiara Maraisa,2024.0,6
492,Vai Lá,musica489,musica489_trecho15,Pecuária de,Maiara Maraisa,2024.0,2
492,Vai Lá,musica489,musica489_trecho16,Goiânia?,Maiara Maraisa,2024.0,1
492,Vai Lá,musica489,musica489_trecho17,Tá doido,Maiara Maraisa,2024.0,2
492,Vai Lá,musica489,musica489_trecho18,Cê passou por cima da minha palavra,Maiara Maraisa,2024.0,7
492,Vai Lá,musica489,musica489_trecho19,Agora cê quer meu perdão,Maiara Maraisa,2024.0,5
492,Vai Lá,musica489,musica489_trecho20,Dizendo que foi erro de comunicação,Maiara Maraisa,2024.0,6
492,Vai Lá,musica489,musica489_trecho21,Não vem me fazer de besta,Maiara Maraisa,2024.0,6
492,Vai Lá,musica489,musica489_trecho22,"Vai lá (e não é que cê foi mesmo, seu danado?)",Maiara Maraisa,2024.0,11
492,Vai Lá,musica489,musica489_trecho23,Falar:,Maiara Maraisa,2024.0,1
492,Vai Lá,musica489,musica489_trecho24,Quem é que deixa,Maiara Maraisa,2024.0,4
52,Domingo de Manhã,musica49,musica49_trecho1,Tá com voz de sono,Marcos Belutti,2014.0,5
52,Domingo de Manhã,musica49,musica49_trecho2,"Em um módulo lunar, oh, que chato",Marcos Belutti,2014.0,7
52,Domingo de Manhã,musica49,musica49_trecho3,E se eu tivesse agora velejando,Marcos Belutti,2014.0,6
52,Domingo de Manhã,musica49,musica49_trecho4,Num barquinho no,Marcos Belutti,2014.0,3
52,Domingo de Manhã,musica49,musica49_trecho5,"Caribe,",Marcos Belutti,2014.0,1
52,Domingo de Manhã,musica49,musica49_trecho6,Deus me livre,Marcos Belutti,2014.0,3
52,Domingo de Manhã,musica49,musica49_trecho7,Poderia estar agora num hotel mil estrelas em,Marcos Belutti,2014.0,8
52,Domingo de Manhã,musica49,musica49_trecho8,Dubai,Marcos Belutti,2014.0,1
52,Domingo de Manhã,musica49,musica49_trecho9,"Mas eu, eu, eu",Marcos Belutti,2014.0,4
52,Domingo de Manhã,musica49,musica49_trecho10,Prefiro estar aqui te perturbando,Marcos Belutti,2014.0,5
52,Domingo de Manhã,musica49,musica49_trecho11,Domingo de manhã,Marcos Belutti,2014.0,3
52,Domingo de Manhã,musica49,musica49_trecho12,Foi mal se te acordei,Marcos Belutti,2014.0,5
52,Domingo de Manhã,musica49,musica49_trecho13,É que eu prefiro ouvir,Marcos Belutti,2014.0,5
52,Domingo de Manhã,musica49,musica49_trecho14,Sua voz de sono,Marcos Belutti,2014.0,4
52,Domingo de Manhã,musica49,musica49_trecho15,Desligue e volte a dormir,Marcos Belutti,2014.0,5
52,Domingo de Manhã,musica49,musica49_trecho16,Depois me ligue aqui,Marcos Belutti,2014.0,4
52,Domingo de Manhã,musica49,musica49_trecho17,Eu nem sei,Marcos Belutti,2014.0,3
52,Domingo de Manhã,musica49,musica49_trecho18,O que faria nesse inverno,Marcos Belutti,2014.0,5
52,Domingo de Manhã,musica49,musica49_trecho19,Qualquer coisa que não fosse com você,Marcos Belutti,2014.0,7
52,Domingo de Manhã,musica49,musica49_trecho20,Me causaria tédio,Marcos Belutti,2014.0,3
52,Domingo de Manhã,musica49,musica49_trecho21,Poderia estar agora no espaço,Marcos Belutti,2014.0,5
493,Sonho,musica490,musica490_trecho1,Oi tudo bem?!,Cleber Cauan,2016.0,3
493,Sonho,musica490,musica490_trecho2,Estamos sós,Cleber Cauan,2016.0,2
493,Sonho,musica490,musica490_trecho3,Estamos só..,Cleber Cauan,2016.0,2
493,Sonho,musica490,musica490_trecho4,Hoje eu reparei no seu batom,Cleber Cauan,2016.0,6
493,Sonho,musica490,musica490_trecho5,Vi que a sua roupa caiu bem,Cleber Cauan,2016.0,7
493,Sonho,musica490,musica490_trecho6,Que o seu perfume é tão bom,Cleber Cauan,2016.0,7
493,Sonho,musica490,musica490_trecho7,E o sorriso lindo que só você tem,Cleber Cauan,2016.0,8
493,Sonho,musica490,musica490_trecho8,Viu que eu reparei em tudo?!,Cleber Cauan,2016.0,6
493,Sonho,musica490,musica490_trecho9,"Deve ta me estranhando,Eu já te perdi uma vez, não posso te perder de novo",Cleber Cauan,2016.0,15
493,Sonho,musica490,musica490_trecho10,Nem em sonho,Cleber Cauan,2016.0,3
493,Sonho,musica490,musica490_trecho11,Uuuuh uuuuh..,Cleber Cauan,2016.0,2
493,Sonho,musica490,musica490_trecho12,Há quanto tempo eu não te via,Cleber Cauan,2016.0,7
493,Sonho,musica490,musica490_trecho13,"Não posso te perder de novo, nem em sonho..",Cleber Cauan,2016.0,9
493,Sonho,musica490,musica490_trecho14,Resolvi te visitar,Cleber Cauan,2016.0,3
493,Sonho,musica490,musica490_trecho15,"No seu sonho, será que te assustei?",Cleber Cauan,2016.0,7
493,Sonho,musica490,musica490_trecho16,Tava morrendo de saudade,Cleber Cauan,2016.0,4
493,Sonho,musica490,musica490_trecho17,"E logo a gente volta pra realidade, de não estarmos juntos",Cleber Cauan,2016.0,11
493,Sonho,musica490,musica490_trecho18,Sabe o que eu gosto em sonhos?,Cleber Cauan,2016.0,7
493,Sonho,musica490,musica490_trecho19,É que podemos ser o que quiser,Cleber Cauan,2016.0,7
493,Sonho,musica490,musica490_trecho20,"Não tem ninguém aqui, além de nós..",Cleber Cauan,2016.0,7
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho1,"Pode ficar aqui, sou eu quem vou partir",Simone Simaria As Coleguinhas,2016.0,8
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho2,Mas dessa casa eu só vou levar,Simone Simaria As Coleguinhas,2016.0,7
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho3,Meu violão e o nosso cachorro,Simone Simaria As Coleguinhas,2016.0,6
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho4,"Se amanhã a gente se acertar, tudo bem",Simone Simaria As Coleguinhas,2016.0,8
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho5,"Mas se a gente não voltar, posso beber, posso chorar",Simone Simaria As Coleguinhas,2016.0,10
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho6,E até ficar no soro,Simone Simaria As Coleguinhas,2016.0,5
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho7,O que a gente construiu não é preciso dividir,Simone Simaria As Coleguinhas,2016.0,9
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho8,"Fizemos tantos planos, compramos tantas coisas",Simone Simaria As Coleguinhas,2016.0,6
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho9,Mas o amor é longe disso,Simone Simaria As Coleguinhas,2016.0,6
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho10,Precisamos de um tempo em relação a nós dois,Simone Simaria As Coleguinhas,2016.0,9
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho11,"Depois decidimos o final, espero que seja um final feliz",Simone Simaria As Coleguinhas,2016.0,10
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho12,"Se o nosso amor se acabar, eu de você não quero nada",Simone Simaria As Coleguinhas,2016.0,12
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho13,Pode ficar com a casa inteira e o nosso carro,Simone Simaria As Coleguinhas,2016.0,10
494,Meu Violão e o Nosso Cachorro,musica491,musica491_trecho14,Por você eu vivo e morro,Simone Simaria As Coleguinhas,2016.0,6
495,Fala Comigo,musica492,musica492_trecho1,"É, você já sabe, me conhece muito bem",Gusttavo Lima,2021.0,8
495,Fala Comigo,musica492,musica492_trecho2,Fala comigo,Gusttavo Lima,2021.0,2
495,Fala Comigo,musica492,musica492_trecho3,Quer eu ou ele?,Gusttavo Lima,2021.0,4
495,Fala Comigo,musica492,musica492_trecho4,"Por favor, fala comigo",Gusttavo Lima,2021.0,4
495,Fala Comigo,musica492,musica492_trecho5,Paga de moça,Gusttavo Lima,2021.0,3
495,Fala Comigo,musica492,musica492_trecho6,Mas adora o proibido,Gusttavo Lima,2021.0,4
495,Fala Comigo,musica492,musica492_trecho7,Eu não preciso esconder para ninguém,Gusttavo Lima,2021.0,6
495,Fala Comigo,musica492,musica492_trecho8,Por muito tempo o que eu sinto,Gusttavo Lima,2021.0,7
495,Fala Comigo,musica492,musica492_trecho9,"É, eu descobri seu verdadeiro",Gusttavo Lima,2021.0,5
495,Fala Comigo,musica492,musica492_trecho10,Instagram,Gusttavo Lima,2021.0,1
495,Fala Comigo,musica492,musica492_trecho11,E vi sua foto com aquele outro galã,Gusttavo Lima,2021.0,8
495,Fala Comigo,musica492,musica492_trecho12,Brigou comigo e me deve explicação,Gusttavo Lima,2021.0,6
495,Fala Comigo,musica492,musica492_trecho13,Sim ou não?,Gusttavo Lima,2021.0,3
495,Fala Comigo,musica492,musica492_trecho14,"Fala comigo, bebê",Gusttavo Lima,2021.0,3
496,Kamasutra,musica493,musica493_trecho1,"Deitar, deitei",Lauana Prado,2025.0,2
496,Kamasutra,musica493,musica493_trecho2,Por que cê fez gostoso assim?,Lauana Prado,2025.0,6
496,Kamasutra,musica493,musica493_trecho3,Só pra te fidelizar em mim,Lauana Prado,2025.0,6
496,Kamasutra,musica493,musica493_trecho4,"Eu tô só a saudade sua, do carro na rua",Lauana Prado,2025.0,10
496,Kamasutra,musica493,musica493_trecho5,Do banco deitado e as posição de,Lauana Prado,2025.0,7
496,Kamasutra,musica493,musica493_trecho6,Kamasutra,Lauana Prado,2025.0,1
496,Kamasutra,musica493,musica493_trecho7,Só a luz da,Lauana Prado,2025.0,4
496,Kamasutra,musica493,musica493_trecho8,"Lua, uns puxão na nuca",Lauana Prado,2025.0,5
496,Kamasutra,musica493,musica493_trecho9,De fazer desenho na sua pele com a minha unha,Lauana Prado,2025.0,10
496,Kamasutra,musica493,musica493_trecho10,Depois da sua transa,Lauana Prado,2025.0,4
496,Kamasutra,musica493,musica493_trecho11,As transa de rua virou qualquer uma,Lauana Prado,2025.0,7
496,Kamasutra,musica493,musica493_trecho12,"Pegar, peguei",Lauana Prado,2025.0,2
496,Kamasutra,musica493,musica493_trecho13,E todo amor é meia-boca,Lauana Prado,2025.0,5
496,Kamasutra,musica493,musica493_trecho14,Mas comparei com você,Lauana Prado,2025.0,4
496,Kamasutra,musica493,musica493_trecho15,Perderam fei,Lauana Prado,2025.0,2
496,Kamasutra,musica493,musica493_trecho16,E até parei de procurar,Lauana Prado,2025.0,5
496,Kamasutra,musica493,musica493_trecho17,Todo amor é meia-boca,Lauana Prado,2025.0,4
496,Kamasutra,musica493,musica493_trecho18,Nem ando tirando a roupa,Lauana Prado,2025.0,5
496,Kamasutra,musica493,musica493_trecho19,Deu preguiça de sair,Lauana Prado,2025.0,4
496,Kamasutra,musica493,musica493_trecho20,Todo beijo é normalzin,Lauana Prado,2025.0,4
497,Onde Nasce o Sol,musica494,musica494_trecho1,Hoje a saudade conversou comigo,Bruninho Davi,2014.0,5
497,Onde Nasce o Sol,musica494,musica494_trecho2,Sem você,Bruninho Davi,2014.0,2
497,Onde Nasce o Sol,musica494,musica494_trecho3,Já estou indo,Bruninho Davi,2014.0,3
497,Onde Nasce o Sol,musica494,musica494_trecho4,Embarco no próximo voo da meia noite,Bruninho Davi,2014.0,7
497,Onde Nasce o Sol,musica494,musica494_trecho5,Perfeito pra recomeçar,Bruninho Davi,2014.0,3
497,Onde Nasce o Sol,musica494,musica494_trecho6,Vou ver que esse amor,Bruninho Davi,2014.0,5
497,Onde Nasce o Sol,musica494,musica494_trecho7,Não era pra gente viver,Bruninho Davi,2014.0,5
497,Onde Nasce o Sol,musica494,musica494_trecho8,E dá pra ver,Bruninho Davi,2014.0,4
497,Onde Nasce o Sol,musica494,musica494_trecho9,Que hoje estamos divididos,Bruninho Davi,2014.0,4
497,Onde Nasce o Sol,musica494,musica494_trecho10,Tenho medo de não ter você comigo,Bruninho Davi,2014.0,7
497,Onde Nasce o Sol,musica494,musica494_trecho11,Veio falar de você sem razão,Bruninho Davi,2014.0,6
497,Onde Nasce o Sol,musica494,musica494_trecho12,Mas ainda não sei o que é pior,Bruninho Davi,2014.0,8
497,Onde Nasce o Sol,musica494,musica494_trecho13,Estou sentindo,Bruninho Davi,2014.0,2
497,Onde Nasce o Sol,musica494,musica494_trecho14,Que eu estou te perdendo,Bruninho Davi,2014.0,5
497,Onde Nasce o Sol,musica494,musica494_trecho15,Mas aos poucos vou me refazendo,Bruninho Davi,2014.0,6
497,Onde Nasce o Sol,musica494,musica494_trecho16,Oouuoooo,Bruninho Davi,2014.0,1
497,Onde Nasce o Sol,musica494,musica494_trecho17,Vou lá pra onde nasce o sol,Bruninho Davi,2014.0,7
497,Onde Nasce o Sol,musica494,musica494_trecho18,Pra ver se aprendo a ficar só,Bruninho Davi,2014.0,7
497,Onde Nasce o Sol,musica494,musica494_trecho19,Te encontrei por toda parte,Bruninho Davi,2014.0,5
497,Onde Nasce o Sol,musica494,musica494_trecho20,Tropecei no meu desastre,Bruninho Davi,2014.0,4
497,Onde Nasce o Sol,musica494,musica494_trecho21,Eu e a lua e a solidão,Bruninho Davi,2014.0,7
497,Onde Nasce o Sol,musica494,musica494_trecho22,Amanhã bem cedo,Bruninho Davi,2014.0,3
497,Onde Nasce o Sol,musica494,musica494_trecho23,Depois que o sol sorrir pro mundo,Bruninho Davi,2014.0,7
497,Onde Nasce o Sol,musica494,musica494_trecho24,Eu vou chorar do outro lado,Bruninho Davi,2014.0,6
497,Onde Nasce o Sol,musica494,musica494_trecho25,Sem ninguém,Bruninho Davi,2014.0,2
498,Inesperado,musica495,musica495_trecho1,Entrei pra ver se dava pé nesse amor,Jorge Mateus,2018.0,8
498,Inesperado,musica495,musica495_trecho2,"Por mais você na minha vida, todo tempo",Jorge Mateus,2018.0,8
498,Inesperado,musica495,musica495_trecho3,"Por mais vida nesse amor, mais sentimento",Jorge Mateus,2018.0,7
498,Inesperado,musica495,musica495_trecho4,Teu olhar refletido na curva do teu sorriso,Jorge Mateus,2018.0,8
498,Inesperado,musica495,musica495_trecho5,Você é quem faz todo sentido,Jorge Mateus,2018.0,6
498,Inesperado,musica495,musica495_trecho6,Mergulhei,Jorge Mateus,2018.0,1
498,Inesperado,musica495,musica495_trecho7,Que atire a primeira pedra quem não se entregou,Jorge Mateus,2018.0,9
498,Inesperado,musica495,musica495_trecho8,Todo sentido,Jorge Mateus,2018.0,2
498,Inesperado,musica495,musica495_trecho9,Como eu me entreguei,Jorge Mateus,2018.0,4
498,Inesperado,musica495,musica495_trecho10,Se jogar de primeira e fazer besteira,Jorge Mateus,2018.0,7
498,Inesperado,musica495,musica495_trecho11,"Entrar de cabeça, sem nada a perder",Jorge Mateus,2018.0,7
498,Inesperado,musica495,musica495_trecho12,É tão bom quando a gente encontra a metade da gente,Jorge Mateus,2018.0,11
498,Inesperado,musica495,musica495_trecho13,"Assim, de repente",Jorge Mateus,2018.0,3
498,Inesperado,musica495,musica495_trecho14,O inesperado aconteceu,Jorge Mateus,2018.0,3
499,Melhor Versão,musica496,musica496_trecho1,Quando eu nasci,Gustavo Mioto,2024.0,3
499,Melhor Versão,musica496,musica496_trecho2,Eu não sou perfeito e nem tento ser,Gustavo Mioto,2024.0,8
499,Melhor Versão,musica496,musica496_trecho3,Eu só tô buscando minha melhor versão,Gustavo Mioto,2024.0,7
499,Melhor Versão,musica496,musica496_trecho4,Pra quando lá no céu precisarem de mim,Gustavo Mioto,2024.0,8
499,Melhor Versão,musica496,musica496_trecho5,Aqui vou ter cumprido a minha missão,Gustavo Mioto,2024.0,7
499,Melhor Versão,musica496,musica496_trecho6,Pra quem me ama sempre se orgulhar de mim,Gustavo Mioto,2024.0,9
499,Melhor Versão,musica496,musica496_trecho7,E pra você me ouvindo eu ser a inspiração,Gustavo Mioto,2024.0,9
499,Melhor Versão,musica496,musica496_trecho8,Meus pais disseram pra eu ser forte,Gustavo Mioto,2024.0,7
499,Melhor Versão,musica496,musica496_trecho9,Que,Gustavo Mioto,2024.0,1
499,Melhor Versão,musica496,musica496_trecho10,E pra você me ouvindo eu ser,Gustavo Mioto,2024.0,7
499,Melhor Versão,musica496,musica496_trecho11,Deus não dá,Gustavo Mioto,2024.0,3
499,Melhor Versão,musica496,musica496_trecho12,Peso que eu não suporte,Gustavo Mioto,2024.0,5
499,Melhor Versão,musica496,musica496_trecho13,"Se a minha carne for fraca, a fé nunca",Gustavo Mioto,2024.0,9
499,Melhor Versão,musica496,musica496_trecho14,Nunca será,Gustavo Mioto,2024.0,2
499,Melhor Versão,musica496,musica496_trecho15,"Carregar, ah",Gustavo Mioto,2024.0,2
499,Melhor Versão,musica496,musica496_trecho16,Na vida a gente tem que aprender a se virar,Gustavo Mioto,2024.0,10
499,Melhor Versão,musica496,musica496_trecho17,"Ah, ah",Gustavo Mioto,2024.0,2
499,Melhor Versão,musica496,musica496_trecho18,"Se a minha carne for fraca, a fé nunca será",Gustavo Mioto,2024.0,10
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho1,O erro do solteiro é,Luan Pereira,2025.0,5
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho2,"Instagram, sabe que eu sou seu fã",Luan Pereira,2025.0,7
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho3,E quando cê me manda uns áudio proibido,Luan Pereira,2025.0,8
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho4,"Saio que nem louco, cortando o giro",Luan Pereira,2025.0,7
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho5,Meu paraíso é a um palmo do seu umbigo,Luan Pereira,2025.0,9
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho6,E quando cê me manda uns áudios proibidos,Luan Pereira,2025.0,8
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho7,Não deixar a fila andar pra frente,Luan Pereira,2025.0,7
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho8,Trazer o passado pro presente,Luan Pereira,2025.0,5
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho9,Não parei de seguir você,Luan Pereira,2025.0,5
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho10,Não parei de curtir suas coisas,Luan Pereira,2025.0,6
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho11,"Tô sempre online, é só querer",Luan Pereira,2025.0,6
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho12,O que é que tem a gente se beijar sem roupa?,Luan Pereira,2025.0,11
500,UM PALMO (part. Léo Foguete),musica497,musica497_trecho13,Cê tem meu,Luan Pereira,2025.0,3
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho1,"Ei, amiga, senta aqui",Marilia Mendonca,2018.0,4
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho2,Que a gente saiu,Marilia Mendonca,2018.0,4
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho3,Cê disse que ia ali,Marilia Mendonca,2018.0,5
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho4,Logo depois sumiu,Marilia Mendonca,2018.0,3
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho5,Aonde você tava?,Marilia Mendonca,2018.0,3
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho6,"Como assim, vou ficar brava?",Marilia Mendonca,2018.0,5
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho7,Que história é essa que aconteceu?,Marilia Mendonca,2018.0,6
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho8,"O cara que eu tava deu em cima de você, foi?",Marilia Mendonca,2018.0,11
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho9,"E aí você ficou com ele, mas foi uma vez, ok",Marilia Mendonca,2018.0,11
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho10,Do que cê tá com medo?,Marilia Mendonca,2018.0,6
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho11,De estragar a amizade?,Marilia Mendonca,2018.0,4
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho12,Que cara é essa aí?,Marilia Mendonca,2018.0,5
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho13,"Nem fica preocupada, a gente resolve mais tarde",Marilia Mendonca,2018.0,8
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho14,"Se quem tava comigo era ele, a culpa é dele",Marilia Mendonca,2018.0,10
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho15,Quem fez essa bagunça na nossa amizade é ele,Marilia Mendonca,2018.0,9
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho16,Eu não vou deixar de ser sua amiga por causa de um qualquer,Marilia Mendonca,2018.0,13
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho17,Que não respeita uma mulher,Marilia Mendonca,2018.0,5
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho18,Será que alguém morreu?,Marilia Mendonca,2018.0,4
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho19,"Aí você ficou com ele, mas foi só uma vez",Marilia Mendonca,2018.0,10
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho20,O que aconteceu?,Marilia Mendonca,2018.0,3
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho21,O que quer me dizer?,Marilia Mendonca,2018.0,5
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho22,Por que cê tá chorando?,Marilia Mendonca,2018.0,5
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho23,Eu não tô entendendo,Marilia Mendonca,2018.0,4
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho24,Cê tá me assustando,Marilia Mendonca,2018.0,4
501,A Culpa É Dele (part. Maiara & Maraisa),musica498,musica498_trecho25,"Lembro da noite, sim",Marilia Mendonca,2018.0,4
502,Mais Amor e Menos Drama,musica499,musica499_trecho1,Faz tão pouco tempo que provei teu beijo,Henrique & Juliano,2017.0,8
502,Mais Amor e Menos Drama,musica499,musica499_trecho2,Eu preciso saber da sua intenção,Henrique & Juliano,2017.0,6
502,Mais Amor e Menos Drama,musica499,musica499_trecho3,"Se é só fogo de palha, qualquer boca apaga",Henrique & Juliano,2017.0,9
502,Mais Amor e Menos Drama,musica499,musica499_trecho4,"Se for por aí, a gente para",Henrique & Juliano,2017.0,7
502,Mais Amor e Menos Drama,musica499,musica499_trecho5,Antes de te entregar meu coração,Henrique & Juliano,2017.0,6
502,Mais Amor e Menos Drama,musica499,musica499_trecho6,Para na minha cama até dizer que me ama,Henrique & Juliano,2017.0,9
502,Mais Amor e Menos Drama,musica499,musica499_trecho7,Mais amor e menos drama,Henrique & Juliano,2017.0,5
502,Mais Amor e Menos Drama,musica499,musica499_trecho8,"Gostei, mas eu não nego que eu tô com medo",Henrique & Juliano,2017.0,10
502,Mais Amor e Menos Drama,musica499,musica499_trecho9,"E quando eu tento ir devagar, daí cê vem pra cima",Henrique & Juliano,2017.0,11
502,Mais Amor e Menos Drama,musica499,musica499_trecho10,Vai que acontece como da última vez,Henrique & Juliano,2017.0,7
502,Mais Amor e Menos Drama,musica499,musica499_trecho11,"Me entrego, te amo, cê foge, sobrei",Henrique & Juliano,2017.0,7
502,Mais Amor e Menos Drama,musica499,musica499_trecho12,"Quando eu tento ir devagar, daí cê vem pra cima",Henrique & Juliano,2017.0,10
502,Mais Amor e Menos Drama,musica499,musica499_trecho13,Basta uma mensagem e olha você virando a esquina,Henrique & Juliano,2017.0,9
502,Mais Amor e Menos Drama,musica499,musica499_trecho14,"Na minha intimidade, você foi entrando",Henrique & Juliano,2017.0,6
502,Mais Amor e Menos Drama,musica499,musica499_trecho15,Meus pais já te aprovaram e a gente tá só ficando,Henrique & Juliano,2017.0,11
502,Mais Amor e Menos Drama,musica499,musica499_trecho16,Mas antes de te entregar meu coração,Henrique & Juliano,2017.0,7
8,Deixa Eu,musica5,musica5_trecho1,Agora pronto,Murilo Huff,2025.0,2
8,Deixa Eu,musica5,musica5_trecho2,Pra que que eu vou forçar um drama aqui se nem doeu?,Murilo Huff,2025.0,12
8,Deixa Eu,musica5,musica5_trecho3,Foi mal aí se minha superação te ofendeu,Murilo Huff,2025.0,8
8,Deixa Eu,musica5,musica5_trecho4,Cê me largou achando que eu ia cair no choro,Murilo Huff,2025.0,10
8,Deixa Eu,musica5,musica5_trecho5,Mas o choro errou de olho,Murilo Huff,2025.0,6
8,Deixa Eu,musica5,musica5_trecho6,"Tudo que eu posto, pensa que é pra você, yeah",Murilo Huff,2025.0,10
8,Deixa Eu,musica5,musica5_trecho7,Cê não aceita o fato que a gente terminou sem eu sofrer,Murilo Huff,2025.0,12
8,Deixa Eu,musica5,musica5_trecho8,Ô queridona,Murilo Huff,2025.0,2
8,Deixa Eu,musica5,musica5_trecho9,Te dói me ver seguindo a vida adiante,Murilo Huff,2025.0,8
8,Deixa Eu,musica5,musica5_trecho10,"Desculpa, cê deixou de ser interessante",Murilo Huff,2025.0,6
8,Deixa Eu,musica5,musica5_trecho11,Por essa cê não esperava,Murilo Huff,2025.0,5
8,Deixa Eu,musica5,musica5_trecho12,Que a nossa terminada foi a terminada,Murilo Huff,2025.0,7
8,Deixa Eu,musica5,musica5_trecho13,Deixa eu,Murilo Huff,2025.0,2
53,Cidade Vizinha,musica50,musica50_trecho1,Seis,Henrique & Juliano,2018.0,1
53,Cidade Vizinha,musica50,musica50_trecho2,"Mas eu preciso da boca dela na minha, ai, ai, ai, ai",Henrique & Juliano,2018.0,12
53,Cidade Vizinha,musica50,musica50_trecho3,Talvez essa hora saiu do banho,Henrique & Juliano,2018.0,6
53,Cidade Vizinha,musica50,musica50_trecho4,"Tá se arrumando pra sair com as amigas, ai, ai, ai, ai",Henrique & Juliano,2018.0,12
53,Cidade Vizinha,musica50,musica50_trecho5,Tomara que saia e dê tudo errado,Henrique & Juliano,2018.0,7
53,Cidade Vizinha,musica50,musica50_trecho6,"E volte mais cedo, sem ninguém do seu lado, oh",Henrique & Juliano,2018.0,10
53,Cidade Vizinha,musica50,musica50_trecho7,"Tomara que saia, dê tudo errado",Henrique & Juliano,2018.0,6
53,Cidade Vizinha,musica50,musica50_trecho8,E sinta saudades aqui do meu quarto,Henrique & Juliano,2018.0,7
53,Cidade Vizinha,musica50,musica50_trecho9,Essa é a hora que ela vai sair pra correr,Henrique & Juliano,2018.0,10
53,Cidade Vizinha,musica50,musica50_trecho10,Depois,Henrique & Juliano,2018.0,1
53,Cidade Vizinha,musica50,musica50_trecho11,Vai procurar alguma coisa leve pra comer,Henrique & Juliano,2018.0,7
